car_id,aspiration,boreratio,carbody,carheight,carlength,carname,carwidth,citympg,compressionratio,curbweight,cylindernumber,doornumber,drivewheel,enginelocation,enginesize,enginetype,fuelsystem,fueltype,highwaympg,horsepower,peakrpm,price,stroke,symboling,wheelbase
114,std,3.4600000381469727,wagon,56.70000076293945,198.89999389648438,peugeot 504,68.4000015258789,19.0,8.399999618530273,3285.0,four,four,rwd,front,120.0,l,mpfi,gas,24.0,95.0,5000,16695.0,2.190000057220459,0,114.19999694824219
115,turbo,3.700000047683716,wagon,58.70000076293945,198.89999389648438,peugeot 505s turbo diesel,68.4000015258789,25.0,21.0,3485.0,four,four,rwd,front,152.0,l,idi,diesel,25.0,95.0,4150,17075.0,3.5199999809265137,0,114.19999694824219
116,std,3.4600000381469727,sedan,56.70000076293945,186.6999969482422,peugeot 504,68.4000015258789,19.0,8.399999618530273,3075.0,four,four,rwd,front,120.0,l,mpfi,gas,24.0,97.0,5000,16630.0,3.190000057220459,0,107.9000015258789
117,turbo,3.700000047683716,sedan,56.70000076293945,186.6999969482422,peugeot 504,68.4000015258789,28.0,21.0,3252.0,four,four,rwd,front,152.0,l,idi,diesel,33.0,95.0,4150,17950.0,3.5199999809265137,0,107.9000015258789
118,turbo,3.609999895095825,sedan,56.0,186.6999969482422,peugeot 604sl,68.30000305175781,18.0,7.0,3130.0,four,four,rwd,front,134.0,l,mpfi,gas,24.0,142.0,5600,18150.0,3.2100000381469727,0,108.0
119,std,2.9700000286102295,hatchback,50.79999923706055,157.3000030517578,plymouth fury iii,63.79999923706055,37.0,9.399999618530273,1918.0,four,two,fwd,front,90.0,ohc,2bbl,gas,41.0,68.0,5500,5572.0,3.2300000190734863,1,93.69999694824219
120,turbo,3.0299999713897705,hatchback,50.79999923706055,157.3000030517578,plymouth cricket,63.79999923706055,24.0,7.599999904632568,2128.0,four,two,fwd,front,98.0,ohc,spdi,gas,30.0,102.0,5500,7957.0,3.390000104904175,1,93.69999694824219
121,std,2.9700000286102295,hatchback,50.599998474121094,157.3000030517578,plymouth fury iii,63.79999923706055,31.0,9.399999618530273,1967.0,four,four,fwd,front,90.0,ohc,2bbl,gas,38.0,68.0,5500,6229.0,3.2300000190734863,1,93.69999694824219
122,std,2.9700000286102295,sedan,50.79999923706055,167.3000030517578,plymouth satellite custom (sw),63.79999923706055,31.0,9.399999618530273,1989.0,four,four,fwd,front,90.0,ohc,2bbl,gas,38.0,68.0,5500,6692.0,3.2300000190734863,1,93.69999694824219
123,std,2.9700000286102295,sedan,50.79999923706055,167.3000030517578,plymouth fury gran sedan,63.79999923706055,31.0,9.399999618530273,2191.0,four,four,fwd,front,98.0,ohc,2bbl,gas,38.0,68.0,5500,7609.0,3.2300000190734863,1,93.69999694824219
124,std,3.3499999046325684,wagon,59.79999923706055,174.60000610351562,plymouth valiant,64.5999984741211,24.0,8.5,2535.0,four,four,fwd,front,122.0,ohc,2bbl,gas,30.0,88.0,5000,8921.0,3.4600000381469727,-1,103.30000305175781
125,turbo,3.5899999141693115,hatchback,50.20000076293945,173.1999969482422,plymouth duster,66.30000305175781,19.0,7.0,2818.0,four,two,rwd,front,156.0,ohc,spdi,gas,24.0,145.0,5000,12764.0,3.859999895095825,3,95.9000015258789
126,std,3.940000057220459,hatchback,50.20000076293945,168.89999389648438,porsche macan,68.30000305175781,19.0,9.5,2778.0,four,two,rwd,front,151.0,ohc,mpfi,gas,27.0,143.0,5500,22018.0,3.109999895095825,3,94.5
127,std,3.740000009536743,hardtop,51.599998474121094,168.89999389648438,porcshce panamera,65.0,17.0,9.5,2756.0,six,two,rwd,rear,194.0,ohcf,mpfi,gas,25.0,207.0,5900,32528.0,2.9000000953674316,3,89.5
128,std,3.740000009536743,hardtop,51.599998474121094,168.89999389648438,porsche cayenne,65.0,17.0,9.5,2756.0,six,two,rwd,rear,194.0,ohcf,mpfi,gas,25.0,207.0,5900,34028.0,2.9000000953674316,3,89.5
129,std,3.740000009536743,convertible,51.599998474121094,168.89999389648438,porsche boxter,65.0,17.0,9.5,2800.0,six,two,rwd,rear,194.0,ohcf,mpfi,gas,25.0,207.0,5900,37028.0,2.9000000953674316,3,89.5
130,std,3.940000057220459,hatchback,50.5,175.6999969482422,porsche cayenne,72.30000305175781,17.0,10.0,3366.0,eight,two,rwd,front,203.0,dohcv,mpfi,gas,28.0,288.0,5750,31400.5,3.109999895095825,1,98.4000015258789
131,std,3.4600000381469727,wagon,55.20000076293945,181.5,renault 12tl,66.5,23.0,8.699999809265137,2579.0,four,four,fwd,front,132.0,ohc,mpfi,gas,31.0,90.0,5100,9295.0,3.9000000953674316,0,96.0999984741211
132,std,3.4600000381469727,hatchback,50.5,176.8000030517578,renault 5 gtl,66.5999984741211,23.0,8.699999809265137,2460.0,four,two,fwd,front,132.0,ohc,mpfi,gas,31.0,90.0,5100,9895.0,3.9000000953674316,2,96.0999984741211
133,std,3.5399999618530273,hatchback,56.099998474121094,186.60000610351562,saab 99e,66.5,21.0,9.3100004196167,2658.0,four,two,fwd,front,121.0,ohc,mpfi,gas,28.0,110.0,5250,11850.0,3.069999933242798,3,99.0999984741211
134,std,3.5399999618530273,sedan,56.099998474121094,186.60000610351562,saab 99le,66.5,21.0,9.300000190734863,2695.0,four,four,fwd,front,121.0,ohc,mpfi,gas,28.0,110.0,5250,12170.0,3.069999933242798,2,99.0999984741211
135,std,2.5399999618530273,hatchback,56.099998474121094,186.60000610351562,saab 99le,66.5,21.0,9.300000190734863,2707.0,four,two,fwd,front,121.0,ohc,mpfi,gas,28.0,110.0,5250,15040.0,2.069999933242798,3,99.0999984741211
136,std,3.5399999618530273,sedan,56.099998474121094,186.60000610351562,saab 99gle,66.5,21.0,9.300000190734863,2758.0,four,four,fwd,front,121.0,ohc,mpfi,gas,28.0,110.0,5250,15510.0,3.069999933242798,2,99.0999984741211
137,turbo,3.5399999618530273,hatchback,56.099998474121094,186.60000610351562,saab 99gle,66.5,19.0,9.0,2808.0,four,two,fwd,front,121.0,dohc,mpfi,gas,26.0,160.0,5500,18150.0,3.069999933242798,3,99.0999984741211
138,turbo,3.5399999618530273,sedan,56.099998474121094,186.60000610351562,saab 99e,66.5,19.0,9.0,2847.0,four,four,fwd,front,121.0,dohc,mpfi,gas,26.0,160.0,5500,18620.0,3.069999933242798,2,99.0999984741211
139,std,3.619999885559082,hatchback,53.70000076293945,156.89999389648438,subaru,63.400001525878906,31.0,9.0,2050.0,four,two,fwd,front,97.0,ohcf,2bbl,gas,36.0,69.0,4900,5118.0,2.359999895095825,2,93.69999694824219
140,std,3.619999885559082,hatchback,53.70000076293945,157.89999389648438,subaru dl,63.599998474121094,26.0,8.699999809265137,2120.0,four,two,fwd,front,108.0,ohcf,2bbl,gas,31.0,73.0,4400,7053.0,2.640000104904175,2,93.69999694824219
141,std,3.619999885559082,hatchback,55.70000076293945,157.3000030517578,subaru dl,63.79999923706055,26.0,8.699999809265137,2240.0,four,two,4wd,front,108.0,ohcf,2bbl,gas,31.0,73.0,4400,7603.0,2.640000104904175,2,93.30000305175781
142,std,3.619999885559082,sedan,52.5,172.0,subaru,65.4000015258789,32.0,9.5,2145.0,four,four,fwd,front,108.0,ohcf,2bbl,gas,37.0,82.0,4800,7126.0,2.640000104904175,0,97.19999694824219
143,std,3.619999885559082,sedan,52.5,172.0,subaru brz,65.4000015258789,28.0,9.5,2190.0,four,four,fwd,front,108.0,ohcf,2bbl,gas,33.0,82.0,4400,7775.0,2.640000104904175,0,97.19999694824219
144,std,3.619999885559082,sedan,52.5,172.0,subaru baja,65.4000015258789,26.0,9.0,2340.0,four,four,fwd,front,108.0,ohcf,mpfi,gas,32.0,94.0,5200,9960.0,2.640000104904175,0,97.19999694824219
145,std,3.619999885559082,sedan,54.29999923706055,172.0,subaru r1,65.4000015258789,24.0,9.0,2385.0,four,four,4wd,front,108.0,ohcf,2bbl,gas,25.0,82.0,4800,9233.0,2.640000104904175,0,97.0
146,turbo,3.619999885559082,sedan,54.29999923706055,172.0,subaru r2,65.4000015258789,24.0,7.699999809265137,2510.0,four,four,4wd,front,108.0,ohcf,mpfi,gas,29.0,111.0,4800,11259.0,2.640000104904175,0,97.0
147,std,3.619999885559082,wagon,53.0,173.5,subaru trezia,65.4000015258789,28.0,9.0,2290.0,four,four,fwd,front,108.0,ohcf,2bbl,gas,32.0,82.0,4800,7463.0,2.640000104904175,0,97.0
148,std,3.619999885559082,wagon,53.0,173.5,subaru tribeca,65.4000015258789,25.0,9.0,2455.0,four,four,fwd,front,108.0,ohcf,mpfi,gas,31.0,94.0,5200,10198.0,2.640000104904175,0,97.0
149,std,3.619999885559082,wagon,54.900001525878906,173.60000610351562,subaru dl,65.4000015258789,23.0,9.0,2420.0,four,four,4wd,front,108.0,ohcf,2bbl,gas,29.0,82.0,4800,8013.0,2.640000104904175,0,96.9000015258789
150,turbo,3.619999885559082,wagon,54.900001525878906,173.60000610351562,subaru dl,65.4000015258789,23.0,7.699999809265137,2650.0,four,four,4wd,front,108.0,ohcf,mpfi,gas,23.0,111.0,4800,11694.0,2.640000104904175,0,96.9000015258789
151,std,3.049999952316284,hatchback,54.5,158.6999969482422,toyota corona mark ii,63.599998474121094,35.0,9.0,1985.0,four,two,fwd,front,92.0,ohc,2bbl,gas,39.0,62.0,4800,5348.0,3.0299999713897705,1,95.69999694824219
152,std,3.049999952316284,hatchback,54.5,158.6999969482422,toyota corona,63.599998474121094,31.0,9.0,2040.0,four,two,fwd,front,92.0,ohc,2bbl,gas,38.0,62.0,4800,6338.0,3.0299999713897705,1,95.69999694824219
153,std,3.049999952316284,hatchback,54.5,158.6999969482422,toyota corolla 1200,63.599998474121094,31.0,9.0,2015.0,four,four,fwd,front,92.0,ohc,2bbl,gas,38.0,62.0,4800,6488.0,3.0299999713897705,1,95.69999694824219
154,std,3.049999952316284,wagon,59.099998474121094,169.6999969482422,toyota corona hardtop,63.599998474121094,31.0,9.0,2280.0,four,four,fwd,front,92.0,ohc,2bbl,gas,37.0,62.0,4800,6918.0,3.0299999713897705,0,95.69999694824219
155,std,3.049999952316284,wagon,59.099998474121094,169.6999969482422,toyota corolla 1600 (sw),63.599998474121094,27.0,9.0,2290.0,four,four,4wd,front,92.0,ohc,2bbl,gas,32.0,62.0,4800,7898.0,3.0299999713897705,0,95.69999694824219
156,std,3.049999952316284,wagon,59.099998474121094,169.6999969482422,toyota carina,63.599998474121094,27.0,9.0,3110.0,four,four,4wd,front,92.0,ohc,2bbl,gas,32.0,62.0,4800,8778.0,3.0299999713897705,0,95.69999694824219
157,std,3.190000057220459,sedan,53.0,166.3000030517578,toyota mark ii,64.4000015258789,30.0,9.0,2081.0,four,four,fwd,front,98.0,ohc,2bbl,gas,37.0,70.0,4800,6938.0,3.0299999713897705,0,95.69999694824219
158,std,3.190000057220459,hatchback,52.79999923706055,166.3000030517578,toyota corolla 1200,64.4000015258789,30.0,9.0,2109.0,four,four,fwd,front,98.0,ohc,2bbl,gas,37.0,70.0,4800,7198.0,3.0299999713897705,0,95.69999694824219
159,std,3.2699999809265137,sedan,53.0,166.3000030517578,toyota corona,64.4000015258789,34.0,22.5,2275.0,four,four,fwd,front,110.0,ohc,idi,diesel,36.0,56.0,4500,7898.0,3.3499999046325684,0,95.69999694824219
160,std,3.2699999809265137,hatchback,52.79999923706055,166.3000030517578,toyota corolla,64.4000015258789,38.0,22.5,2275.0,four,four,fwd,front,110.0,ohc,idi,diesel,47.0,56.0,4500,7788.0,3.3499999046325684,0,95.69999694824219
161,std,3.190000057220459,sedan,53.0,166.3000030517578,toyota corona,64.4000015258789,38.0,9.0,2094.0,four,four,fwd,front,98.0,ohc,2bbl,gas,47.0,70.0,4800,7738.0,3.0299999713897705,0,95.69999694824219
162,std,3.190000057220459,hatchback,52.79999923706055,166.3000030517578,toyota corolla,64.4000015258789,28.0,9.0,2122.0,four,four,fwd,front,98.0,ohc,2bbl,gas,34.0,70.0,4800,8358.0,3.0299999713897705,0,95.69999694824219
163,std,3.190000057220459,sedan,52.79999923706055,166.3000030517578,toyota mark ii,64.4000015258789,28.0,9.0,2140.0,four,four,fwd,front,98.0,ohc,2bbl,gas,34.0,70.0,4800,9258.0,3.0299999713897705,0,95.69999694824219
164,std,3.190000057220459,sedan,52.599998474121094,168.6999969482422,toyota corolla liftback,64.0,29.0,9.0,2169.0,four,two,rwd,front,98.0,ohc,2bbl,gas,34.0,70.0,4800,8058.0,3.0299999713897705,1,94.5
165,std,3.190000057220459,hatchback,52.599998474121094,168.6999969482422,toyota corona,64.0,29.0,9.0,2204.0,four,two,rwd,front,98.0,ohc,2bbl,gas,34.0,70.0,4800,8238.0,3.0299999713897705,1,94.5
166,std,3.240000009536743,sedan,52.599998474121094,168.6999969482422,toyota celica gt liftback,64.0,26.0,9.399999618530273,2265.0,four,two,rwd,front,98.0,dohc,mpfi,gas,29.0,112.0,6600,9298.0,3.0799999237060547,1,94.5
167,std,3.240000009536743,hatchback,52.599998474121094,168.6999969482422,toyota corolla tercel,64.0,26.0,9.399999618530273,2300.0,four,two,rwd,front,98.0,dohc,mpfi,gas,29.0,112.0,6600,9538.0,3.0799999237060547,1,94.5
168,std,3.619999885559082,hardtop,52.0,176.1999969482422,toyota corona liftback,65.5999984741211,24.0,9.300000190734863,2540.0,four,two,rwd,front,146.0,ohc,mpfi,gas,30.0,116.0,4800,8449.0,3.5,2,98.4000015258789
169,std,3.619999885559082,hardtop,52.0,176.1999969482422,toyota corolla,65.5999984741211,24.0,9.300000190734863,2536.0,four,two,rwd,front,146.0,ohc,mpfi,gas,30.0,116.0,4800,9639.0,3.5,2,98.4000015258789
170,std,3.619999885559082,hatchback,52.0,176.1999969482422,toyota starlet,65.5999984741211,24.0,9.300000190734863,2551.0,four,two,rwd,front,146.0,ohc,mpfi,gas,30.0,116.0,4800,9989.0,3.5,2,98.4000015258789
171,std,3.619999885559082,hardtop,52.0,176.1999969482422,toyota tercel,65.5999984741211,24.0,9.300000190734863,2679.0,four,two,rwd,front,146.0,ohc,mpfi,gas,30.0,116.0,4800,11199.0,3.5,2,98.4000015258789
172,std,3.619999885559082,hatchback,52.0,176.1999969482422,toyota corolla,65.5999984741211,24.0,9.300000190734863,2714.0,four,two,rwd,front,146.0,ohc,mpfi,gas,30.0,116.0,4800,11549.0,3.5,2,98.4000015258789
173,std,3.619999885559082,convertible,53.0,176.1999969482422,toyota cressida,65.5999984741211,24.0,9.300000190734863,2975.0,four,two,rwd,front,146.0,ohc,mpfi,gas,30.0,116.0,4800,17669.0,3.5,2,98.4000015258789
174,std,3.309999942779541,sedan,54.900001525878906,175.60000610351562,toyota corolla,66.5,29.0,8.699999809265137,2326.0,four,four,fwd,front,122.0,ohc,mpfi,gas,34.0,92.0,4200,8948.0,3.5399999618530273,-1,102.4000015258789
175,turbo,3.2699999809265137,sedan,54.900001525878906,175.60000610351562,toyota celica gt,66.5,30.0,22.5,2480.0,four,four,fwd,front,110.0,ohc,idi,diesel,33.0,73.0,4500,10698.0,3.3499999046325684,-1,102.4000015258789
176,std,3.309999942779541,hatchback,53.900001525878906,175.60000610351562,toyota corona,66.5,27.0,8.699999809265137,2414.0,four,four,fwd,front,122.0,ohc,mpfi,gas,32.0,92.0,4200,9988.0,3.5399999618530273,-1,102.4000015258789
177,std,3.309999942779541,sedan,54.900001525878906,175.60000610351562,toyota corolla,66.5,27.0,8.699999809265137,2414.0,four,four,fwd,front,122.0,ohc,mpfi,gas,32.0,92.0,4200,10898.0,3.5399999618530273,-1,102.4000015258789
178,std,3.309999942779541,hatchback,53.900001525878906,175.60000610351562,toyota mark ii,66.5,27.0,8.699999809265137,2458.0,four,four,fwd,front,122.0,ohc,mpfi,gas,32.0,92.0,4200,11248.0,3.5399999618530273,-1,102.4000015258789
179,std,3.2699999809265137,hatchback,52.0,183.5,toyota corolla liftback,67.69999694824219,20.0,9.300000190734863,2976.0,six,two,rwd,front,171.0,dohc,mpfi,gas,24.0,161.0,5200,16558.0,3.3499999046325684,3,102.9000015258789
180,std,3.2699999809265137,hatchback,52.0,183.5,toyota corona,67.69999694824219,19.0,9.300000190734863,3016.0,six,two,rwd,front,171.0,dohc,mpfi,gas,24.0,161.0,5200,15998.0,3.3499999046325684,3,102.9000015258789
181,std,3.2699999809265137,sedan,54.099998474121094,187.8000030517578,toyota starlet,66.5,20.0,9.199999809265137,3131.0,six,four,rwd,front,171.0,dohc,mpfi,gas,24.0,156.0,5200,15690.0,3.3499999046325684,-1,104.5
182,std,3.2699999809265137,wagon,54.099998474121094,187.8000030517578,toyouta tercel,66.5,19.0,9.199999809265137,3151.0,six,four,rwd,front,161.0,dohc,mpfi,gas,24.0,156.0,5200,15750.0,3.3499999046325684,-1,104.5
183,std,3.009999990463257,sedan,55.70000076293945,171.6999969482422,vokswagen rabbit,65.5,37.0,23.0,2261.0,four,two,fwd,front,97.0,ohc,idi,diesel,46.0,52.0,4800,7775.0,3.4000000953674316,2,97.30000305175781
184,std,3.190000057220459,sedan,55.70000076293945,171.6999969482422,volkswagen 1131 deluxe sedan,65.5,27.0,9.0,2209.0,four,two,fwd,front,109.0,ohc,mpfi,gas,34.0,85.0,5250,7975.0,3.4000000953674316,2,97.30000305175781
185,std,3.009999990463257,sedan,55.70000076293945,171.6999969482422,volkswagen model 111,65.5,37.0,23.0,2264.0,four,four,fwd,front,97.0,ohc,idi,diesel,46.0,52.0,4800,7995.0,3.4000000953674316,2,97.30000305175781
186,std,3.190000057220459,sedan,55.70000076293945,171.6999969482422,volkswagen type 3,65.5,27.0,9.0,2212.0,four,four,fwd,front,109.0,ohc,mpfi,gas,34.0,85.0,5250,8195.0,3.4000000953674316,2,97.30000305175781
187,std,3.190000057220459,sedan,55.70000076293945,171.6999969482422,volkswagen 411 (sw),65.5,27.0,9.0,2275.0,four,four,fwd,front,109.0,ohc,mpfi,gas,34.0,85.0,5250,8495.0,3.4000000953674316,2,97.30000305175781
188,turbo,3.009999990463257,sedan,55.70000076293945,171.6999969482422,volkswagen super beetle,65.5,37.0,23.0,2319.0,four,four,fwd,front,97.0,ohc,idi,diesel,42.0,68.0,4500,9495.0,3.4000000953674316,2,97.30000305175781
189,std,3.190000057220459,sedan,55.70000076293945,171.6999969482422,volkswagen dasher,65.5,26.0,10.0,2300.0,four,four,fwd,front,109.0,ohc,mpfi,gas,32.0,100.0,5500,9995.0,3.4000000953674316,2,97.30000305175781
190,std,3.190000057220459,convertible,55.599998474121094,159.3000030517578,vw dasher,64.19999694824219,24.0,8.5,2254.0,four,two,fwd,front,109.0,ohc,mpfi,gas,29.0,90.0,5500,11595.0,3.4000000953674316,3,94.5
191,std,3.190000057220459,hatchback,51.400001525878906,165.6999969482422,vw rabbit,64.0,24.0,8.5,2221.0,four,two,fwd,front,109.0,ohc,mpfi,gas,29.0,90.0,5500,9980.0,3.4000000953674316,3,94.5
192,std,3.190000057220459,sedan,55.099998474121094,180.1999969482422,volkswagen rabbit,66.9000015258789,19.0,8.5,2661.0,five,four,fwd,front,136.0,ohc,mpfi,gas,24.0,110.0,5500,13295.0,3.4000000953674316,0,100.4000015258789
193,turbo,3.009999990463257,sedan,55.099998474121094,180.1999969482422,volkswagen rabbit custom,66.9000015258789,33.0,23.0,2579.0,four,four,fwd,front,97.0,ohc,idi,diesel,38.0,68.0,4500,13845.0,3.4000000953674316,0,100.4000015258789
194,std,3.190000057220459,wagon,55.099998474121094,183.10000610351562,volkswagen dasher,66.9000015258789,25.0,9.0,2563.0,four,four,fwd,front,109.0,ohc,mpfi,gas,31.0,88.0,5500,12290.0,3.4000000953674316,0,100.4000015258789
195,std,3.7799999713897705,sedan,56.20000076293945,188.8000030517578,volvo 145e (sw),67.19999694824219,23.0,9.5,2912.0,four,four,rwd,front,141.0,ohc,mpfi,gas,28.0,114.0,5400,12940.0,3.1500000953674316,-2,104.30000305175781
196,std,3.7799999713897705,wagon,57.5,188.8000030517578,volvo 144ea,67.19999694824219,23.0,9.5,3034.0,four,four,rwd,front,141.0,ohc,mpfi,gas,28.0,114.0,5400,13415.0,3.1500000953674316,-1,104.30000305175781
197,std,3.7799999713897705,sedan,56.20000076293945,188.8000030517578,volvo 244dl,67.19999694824219,24.0,9.5,2935.0,four,four,rwd,front,141.0,ohc,mpfi,gas,28.0,114.0,5400,15985.0,3.1500000953674316,-2,104.30000305175781
198,std,3.7799999713897705,wagon,57.5,188.8000030517578,volvo 245,67.19999694824219,24.0,9.5,3042.0,four,four,rwd,front,141.0,ohc,mpfi,gas,28.0,114.0,5400,16515.0,3.1500000953674316,-1,104.30000305175781
199,turbo,3.619999885559082,sedan,56.20000076293945,188.8000030517578,volvo 264gl,67.19999694824219,17.0,7.5,3045.0,four,four,rwd,front,130.0,ohc,mpfi,gas,22.0,162.0,5100,18420.0,3.1500000953674316,-2,104.30000305175781
200,turbo,3.619999885559082,wagon,57.5,188.8000030517578,volvo diesel,67.19999694824219,17.0,7.5,3157.0,four,four,rwd,front,130.0,ohc,mpfi,gas,22.0,162.0,5100,18950.0,3.1500000953674316,-1,104.30000305175781
201,std,3.7799999713897705,sedan,55.5,188.8000030517578,volvo 145e (sw),68.9000015258789,23.0,9.5,2952.0,four,four,rwd,front,141.0,ohc,mpfi,gas,28.0,114.0,5400,16845.0,3.1500000953674316,-1,109.0999984741211
202,turbo,3.7799999713897705,sedan,55.5,188.8000030517578,volvo 144ea,68.80000305175781,19.0,8.699999809265137,3049.0,four,four,rwd,front,141.0,ohc,mpfi,gas,25.0,160.0,5300,19045.0,3.1500000953674316,-1,109.0999984741211
203,std,3.5799999237060547,sedan,55.5,188.8000030517578,volvo 244dl,68.9000015258789,18.0,8.800000190734863,3012.0,six,four,rwd,front,173.0,ohcv,mpfi,gas,23.0,134.0,5500,21485.0,2.869999885559082,-1,109.0999984741211
204,turbo,3.009999990463257,sedan,55.5,188.8000030517578,volvo 246,68.9000015258789,26.0,23.0,3217.0,six,four,rwd,front,145.0,ohc,idi,diesel,27.0,106.0,4800,22470.0,3.4000000953674316,-1,109.0999984741211
205,turbo,3.7799999713897705,sedan,55.5,188.8000030517578,volvo 264gl,68.9000015258789,19.0,9.5,3062.0,four,four,rwd,front,141.0,ohc,mpfi,gas,25.0,114.0,5400,22625.0,3.1500000953674316,-1,109.0999984741211
